Kode Pangan,Nama Pangan,Lemak,Karbohidrat,Serat,Natrium,Kalium,Keterangan,link
FP078,"Soto kudus, masakan",2.3,1.8,0.2,0,0,"Soto Kudus adalah hidangan soto khas Kudus, Jawa Tengah, Indonesia. Hidangan ini terdiri dari daging ayam yang dimasak dalam kuah kaldu bening yang kaya rempah seperti serai, daun salam, dan jahe. Soto Kudus biasanya disajikan dengan nasi, lontong, atau ketupat sebagai hidangan utama.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP079,"Soto madura, masakan",4.5,1.3,0,0,0,"Soto Madura adalah hidangan soto khas Pulau Madura, Jawa Timur, Indonesia. Hidangan ini terdiri dari daging sapi, ayam, atau kerbau yang dimasak dalam kuah kaldu bening yang kaya rempah seperti serai, daun salam, dan kunyit. Soto Madura biasanya disajikan dengan nasi, lontong, atau ketupat sebagai hidangan utama.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP080,"Soto padang, masakan",6.6,11,0.7,0,0,"Soto Padang adalah hidangan soto khas Padang, Sumatera Barat, Indonesia. Hidangan ini terdiri dari daging sapi yang dimasak dalam kuah kaldu kuning yang kaya rempah seperti kunyit, bawang putih, dan merica. Soto Padang biasanya disajikan dengan nasi, ketupat, atau lontong, dan ditaburi dengan bawang goreng serta irisan daun seledri sebagai hidangan utama.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP081,"Soto pekalongan, masakan",6.8,5.1,0.3,0,0,"Soto Pekalongan adalah hidangan soto khas Pekalongan, Jawa Tengah,Indonesia. Hidangan ini terdiri dari daging ayam atau daging sapi yang dimasak dalam kuah kaldu bening yang kaya rempah seperti serai, daun salam, dan kunyit. Soto Pekalongan biasanya disajikan dengan nasi atau ketupat sebagai hidangan utama.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP082,"Soto pemalang, masakan",5.2,3.5,0,0,0,"Soto Pemalang adalah hidangan soto khas Pemalang, Jawa Tengah, Indonesia. Hidangan ini terdiri dari daging ayam atau daging sapi yang dimasak dalam kuah kaldu kuning yang kaya rempah seperti kunyit, serai, dan daun salam. Soto Pemalang biasanya disajikan dengan nasi, ketupat, atau lontong sebagai hidangan utama.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP083,Sroto Sukaraja,3.5,9,0.3,0,0,"Sroto Sokaraja adalah soto khas Sokaraja, Banyumas, Jawa Tengah. Ciri khas dari sroto ini adalah menggunakan bumbu sambal kacang dan ketupat yang dicampur di dalam mangkuk. Makanan pendamping yang disajikan saat memesan Sroto Sokaraja adalah mendoan hangat.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP084,"Soto sulung, masakan",8.5,0,0,0,0,"Soto sulung adalah salah satu makanan khas dari warisan kuliner Betawi, Jakarta. Seperti halnya soto Madura, soto Betawi, dan lainnya, soto sulung juga menggunakan jeroan sebagai bahan pembuatannya. Selain jeroan, daging sapi dan tulang sapi juga merupakan bahan dalam pembuatan soto sulung.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP085,"Sukiyaki, masakan",0.4,12.2,0.2,4.26,0,"Sukiyaki adalah hidangan Jepang yang terdiri dari irisan tipis daging sapi, tahu sutra, jamur, sayuran seperti daun bawang, lobak, dan mie yang dimasak dalam panci besar dengan kuah yang terbuat dari campuran kecap manis, mirin, dan dashi (kaldu ikan). Sukiyaki biasanya disajikan dengan nasi dan saus tare (saus kecap khusus).",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP086,"Tedong pallu basa, masakan",3.4,2.8,0,3.97,0.34,"Tedong Pallu Basa adalah masakan tradisional dari Sulawesi Selatan, Indonesia. Masakan ini terdiri dari ikan tongkol yang dimasak dengan bumbu khas, seperti kunyit, serai, daun jeruk, dan asam kandis. Tedong Pallu Basa biasanya memiliki rasa pedas, asam, dan gurih. Masakan ini biasanya disajikan dengan nasi putih.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
FP088,"Tinoransa, masakan",49.5,0,0,13.07,3.2,"Tinoransa adalah hidangan masakan tradisional dari Manado, Sulawesi Utara, Indonesia. Tinoransa terbuat dari ikan laut yang direbus dan kemudian disajikan dengan bumbu khas Manado seperti cabai, bawang, kemangi, dan rempah-rempah lainnya. Hidangan ini memiliki rasa pedas dan segar.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP001,"Bekicot, dendeng",20.3,15.8,0,0,0,"Bekicot dendeng adalah hidangan khas dari Minahasa, Sulawesi Utara, Indonesia. Hidangan ini terdiri dari bekicot (siput darat) yang diolah menjadi dendeng yang kering dan renyah.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP002,"Belut, goreng (Asian swamp eel, fresh)",19.4,32,0,0.71,2.177,Belut goreng adalah hidangan yang terbuat dari belut (ular air) yang digoreng hingga renyah. Belut goreng adalah hidangan yang populer di beberapa negara Asia Tenggara dan biasanya disajikan dengan nasi dan sambal.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP003,Cumi-Cumi Goreng,10.1,0,0,0.86,0.819,Cumi-Cumi Goreng adalah makanan yang terbuat dari cumi-cumi yang digoreng.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP004,"Ikan asin, kering",1.5,0,0,0,0,Ikan Asin Kering adalah ikan yang telah diawetkan dengan garam dan dikeringkan. Ikan asin kering memiliki rasa yang asin dan umumnya digunakan sebagai bahan tambahan dalam masakan atau sebagai lauk makanan.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP005,Ikan Bandeng Presto,20.3,11.3,0,0,0,"Ikan Bandeng Presto adalah ikan bandeng yang dimasak dengan cara presto, yaitu dengan menggunakan tekanan tinggi dan panas dalam waktu yang relatif singkat. Proses presto membuat daging ikan bandeng menjadi lebih empuk dan mudah dipisahkan dari tulangnya.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP006,"Ikan baung bakar (Asian river catfish, fresh)",5.8,5.2,0,1.68,2.36,Ikan Baung Bakar adalah ikan baung segar yang dipanggang atau dibakar. Baung adalah jenis ikan air tawar yang memiliki daging yang lembut dan enak.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP007,"Ikan Belida bakar (Indonesian featherback, fresh)",3,7.2,0,2.93,1.98,Ikan Belida Bakar adalah ikan belida segar yang dipanggang atau dibakar. Belida adalah jenis ikan air tawar yang memiliki daging yang lezat dan kaya akan nutrisi.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP008,"Ikan cakalang asap (Skipjack tuna, fish,smoked, raw)",5.6,1.9,0,1.76,5.88,Ikan Cakalang Asap adalah ikan cakalang yang diawetkan dengan cara diasapkan. Cakalang adalah jenis ikan tuna yang memiliki daging yang kaya akan rasa dan biasanya digunakan dalam masakan tradisional Indonesia seperti nasi goreng cakalang.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP009,"Ikan cakalang asin (Skipjack tuna,fish, salted, raw)",2.2,5.5,0,43.04,3.021,Ikan Cakalang Asin adalah ikan cakalang yang diawetkan dengan cara diasinkan. Cakalang asin biasanya memiliki cita rasa asin dan digunakan sebagai bahan tambahan dalam berbagai masakan tradisional.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP010,Ikan calo/ peda,1.9,3.8,0,0,0,Ikan Calo atau Peda adalah ikan yang telah diawetkan dengan garam dan diasapkan. Biasanya ikan ini memiliki cita rasa asin dan beraroma khas. Ikan calo atau peda sering digunakan sebagai bahan dasar dalam masakan tradisional seperti gulai atau sambal.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP011,"Ikan Gabus asap (Asian snakehead, fish, smoked)",2.3,21.9,0,3.2,4.1,Ikan Gabus Asap adalah ikan gabus yang diawetkan dengan cara diasapkan. Ikan gabus memiliki daging yang kenyal dan lezat. Ikan gabus asap sering digunakan dalam masakan tradisional seperti pepes ikan gabus atau soto ikan gabus.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP012,Ikan Gabus Kering,4,0,0,0,0,Ikan Gabus Kering adalah ikan gabus yang telah dikeringkan. Ikan gabus kering memiliki tekstur yang kenyal dan rasa yang gurih. Biasanya ikan ini digunakan dalam masakan seperti sup atau gulai.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP013,"Ikan gete, goreng",19.4,0.2,0,5.9,4.4,Ikan Gete Goreng adalah ikan gete yang digoreng. Ikan gete memiliki daging yang kenyal dan rasanya lezat. Ikan ini biasanya digunakan dalam masakan seperti pepes atau sambal.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP014,"Ikan hiu, kering (Shark, fish, dried)",3.6,20.2,0,9.57,14.57,Ikan Hiu Kering adalah ikan hiu yang telah dikeringkan. Ikan hiu kering biasanya memiliki cita rasa yang kaya dan digunakan dalam masakan seperti sup atau gulai.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP015,"Ikan katombo, asin (Pargy, fish, salted)",2.8,0.3,0,43.93,3.422,Ikan Katombo Asin adalah ikan katombo yang diawetkan dengan garam. Ikan katombo memiliki daging yang kenyal dan rasanya gurih. Biasanya ikan ini digunakan dalam masakan sebagai bahan tambahan atau lauk.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP017,Ikan Lais Bakar,6.5,5.4,0,1.42,2.09,Ikan Lais Bakar adalah hidangan ikan lais yang dipanggang atau dibakar. Lais adalah jenis ikan air tawar yang biasanya memiliki daging yang lezat dan kenyal. Biasanya ikan lais bakar disajikan dengan bumbu rempah khas.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP018,Ikan lomak asin,2.3,18.9,0,62.27,4.851,Ikan Lomak Asin adalah hidangan ikan yang telah diawetkan dengan garam. Biasanya ikan ini memiliki cita rasa yang asin dan digunakan sebagai bahan tambahan dalam masakan seperti sayur lodeh atau gulai.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP019,Ikan Mas pepes,11.3,11.8,0.5,0.74,2.767,Ikan Mas Pepes adalah hidangan ikan mas yang dibungkus dalam daun pisang dan dikukus atau dipanggang. Ikan mas adalah jenis ikan air tawar yang sering digunakan dalam masakan tradisional Indonesia. Pepes adalah metode memasak dengan membungkus bahan makanan dalam daun dan mengukusnya.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP020,Ikan Mujahir Goreng,23.9,0,0,0.54,2.789,"Ikan Mujair Goreng adalah hidangan ikan mujair yang digoreng. Ikan mujair, juga dikenal sebagai ikan kamboja, adalah jenis ikan air tawar yang umum dijumpai di beberapa wilayah. Ikan ini memiliki daging yang lezat dan biasanya digoreng hingga renyah. Ikan mujair goreng sering disajikan dengan nasi dan sambal sebagai hidangan utama.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP021,Ikan Mujahir Pepes,2.8,0.8,0,0.58,2.658,"Ikan mujair dimasak dalam pepes, yaitu dibungkus dengan daun pisang dan dikukus atau dipanggang dengan bumbu rempah khas.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP022,"Ikan mujahir, dendeng",15.2,37.2,0,0,0,Ikan mujair dipotong tipis dan diolah menjadi dendeng dengan proses pengeringan. Dendeng ikan mujair biasanya memiliki rasa gurih dan sedikit manis.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP023,"Ikan Papuyu, bakar",6.1,6.7,0,3.2,2.24,Ikan papuyu dipanggang atau dibakar hingga matang. Ikan ini biasanya memiliki daging yang lezat dan kenyal setelah dipanggang.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP024,"Ikan Patin, bakar",6.3,4.3,0,3.79,2.3,Ikan patin dipanggang atau dibakar hingga matang. Ikan patin memiliki daging yang lembut dan lezat ketika dipanggang.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP025,Ikan peda banjar,4,2,0,0.59,3.688,"Ikan peda adalah ikan yang diawetkan dengan garam dan diasap. Ikan peda banjar merupakan variasi ikan peda yang berasal dari Banjar, Kalimantan Selatan.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP026,"Ikan pepetek (Ponyfish, fresh)",4.4,2,0,0.79,0.01,"Ikan pepetek, juga dikenal sebagai Ponyfish, adalah jenis ikan yang segar. Ikan ini biasanya digunakan dalam hidangan seperti sup atau tumisan.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP027,Ikan Pindang banjar,4.2,1.8,0,0,0,Ikan pindang banjar adalah hidangan ikan yang dimasak dengan menggunakan bumbu pindang khas Banjar. Pindang adalah metode memasak dengan merebus ikan dalam bumbu yang asam.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP028,Ikan Pindang benggol,4.2,0,0,0,0,Ikan pindang benggol adalah hidangan ikan yang dimasak dengan bumbu pindang dan menggunakan ikan jenis benggol.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP029,Ikan Pindang layang,2.8,0,0,0,0,Ikan pindang layang adalah hidangan ikan yang dimasak dengan bumbu pindang dan menggunakan ikan jenis layang.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP030,Ikan Pindang selar,3,0,0,0,0,Ikan pindang selar adalah hidangan ikan yang dimasak dengan bumbu pindang dan menggunakan ikan jenis selar.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP031,Ikan sale,39.3,4.9,2,6.73,6.73,Ikan sale adalah ikan asin yang telah diawetkan dengan garam. Ikan sale biasanya digunakan sebagai bumbu atau tambahan dalam masakan.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP032,Ikan sale lais (Sheatfish),17.6,2.9,0,3.81,4.88,"Ikan sale lais, juga dikenal sebagai Sheatfish, adalah jenis ikan lais yang diawetkan dengan garam. Ikan ini sering digunakan sebagai bumbu atau tambahan dalam masakan.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP033,"Ikan saluang, kering (Rasborafish)",9.9,14.6,0,17.67,2.63,"Ikan saluang kering, juga dikenal sebagai Rasborafish, adalah jenis ikan yang dikeringkan. Ikan ini biasanya digunakan dalam hidangan seperti sayur atau tumisan.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP034,"Ikan sanggang, masakan",7.7,20.7,0,20.41,1.59,"Ikan sanggang adalah jenis ikan yang dimasak dalam berbagai masakan, seperti digoreng atau direbus dengan bumbu-bumbu khas.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP035,"Ikan selar kuning, cue (Black-banded trevally)",3.3,0,0,0,0,"Ikan selar kunyit cue, juga dikenal sebagai black-banded trevally, adalah jenis ikan selar kunyit yang digoreng hingga matang. Ikan ini memiliki daging yang lezat dan sering disajikan dengan nasi atau sambal.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP036,"Ikan selar, kering (Trevally yellow-banded)",3.5,0,0,0,0,"Ikan selar kering, juga dikenal sebagai trevally yellow-banded, adalah jenis ikan selar kunyit yang dikeringkan. Ikan ini biasanya digunakan sebagai bahan dalam hidangan seperti tumisan atau sup.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP037,"Ikan sepat, kering (Siamese gourami)",14,0,0,0,0,"Ikan sepat kering, juga dikenal sebagai Siamese gourami, adalah jenis ikan sepat yang dikeringkan. Ikan ini biasanya digunakan sebagai bahan dalam hidangan seperti tumisan atau sup.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP038,"Ikan sunu, asin (Coral trout)",3.8,7.1,0,3.77,0.57,"Ikan sunu asin, juga dikenal sebagai coral trout, adalah jenis ikan sunu yang diawetkan dengan garam. Ikan ini sering digunakan sebagai bumbu atau tambahan dalam masakan.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP040,Ikan Teri Kering,0.6,0,0,3.12,0,"Ikan teri kering, juga dikenal sebagai anchovy, adalah jenis ikan kecil yang dikeringkan. Ikan teri kering biasanya digunakan sebagai bumbu atau tambahan dalam masakan.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP041,"Ikan Teri, bubuk",2.3,1.8,0,0,0,Ikan teri bubuk adalah ikan teri yang dihaluskan menjadi bubuk. Biasanya digunakan sebagai bumbu dalam masakan.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP042,"Ikan teri, kering (Anchovy)",3,0,0,0,0,Ikan teri tawar kering adalah ikan teri air tawar yang dikeringkan. Biasanya digunakan sebagai bahan dalam hidangan seperti tumisan atau sup.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP043,"Ikan Teri, kering, tawar",4.2,0,0,0,0,Ikan teri tawar kering adalah ikan teri air tawar yang dikeringkan. Biasanya digunakan sebagai bahan dalam hidangan seperti tumisan atau sup.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP044,"Ikan Teri, tepung",6.4,19.6,0,0,0,Ikan teri tepung adalah ikan teri yang dihaluskan menjadi tepung. Biasanya digunakan sebagai bahan dalam adonan atau sebagai bumbu pada hidangan.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP045,"Kerang, asap",13.3,29.4,0,1.6,0.5,Kerang asap adalah hidangan yang terbuat dari kerang yang diolah dengan cara diasap untuk memberikan aroma dan rasa khas. Kerang asap biasanya disajikan sebagai hidangan pembuka atau sebagai lauk dalam makanan utama.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP046,"Kerang, dendeng",10,25.6,0,0,0,Kerang dendeng adalah hidangan yang terbuat dari kerang yang diolah dengan cara diiris tipis dan dikeringkan. Kemudian kerang dendeng diolah dengan bumbu khas untuk memberikan rasa gurih dan pedas. Kerang dendeng biasanya disajikan sebagai camilan atau lauk dalam makanan utama.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP047,Rebon Kering,3.6,3.2,0,0,0,"Rebon kering adalah udang kecil yang dikeringkan dan digoreng hingga kering. Rebon kering sering digunakan sebagai tambahan dalam hidangan seperti mie goreng, nasi goreng, atau hidangan sayuran untuk memberikan rasa gurih dan renyah.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP048,Rebung laut,4.2,63.3,0,0.2,10.4,"Rebung laut merujuk pada tunas atau pucuk tumbuhan laut, seperti rumput laut. Rebung laut sering digunakan dalam hidangan seperti sup, tumisan, atau hidangan sayuran sebagai sumber nutrisi dan memberikan rasa serta tekstur yang khas.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP049,Ikan Sardines,27,1,0,0,0,Ikan sardine adalah jenis ikan kecil yang diawetkan dalam minyak atau air garam. Ikan sardine sering disajikan dalam kaleng dan dapat digunakan sebagai bahan dalam hidangan seperti pasta atau salad.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP050,"Teripang, dendeng",32.4,3.5,0,3.15,4.025,"Teripang dendeng adalah hidangan masakan Indonesia yang terbuat dari teripang (sejenis hewan laut berbentuk seperti mentimun) yang diolah menjadi dendeng. Teripang dendeng biasanya dimasak dengan bumbu seperti kecap, cabai, bawang, dan rempah-rempah lainnya. Hidangan ini memiliki rasa gurih dan memiliki tekstur yang kenyal dan empuk.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP051,Udang kering,4.1,2.2,0,5.4,3.6,"Udang kering adalah udang yang telah dikeringkan untuk meningkatkan daya tahan dan konsentrasi rasanya. Udang kering sering digunakan sebagai bumbu atau tambahan dalam masakan seperti tumis, sup, atau hidangan kering lainnya.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP052,Udang papay,3.8,12.5,0,6.51,8.02,"Udang papay adalah hidangan masakan Indonesia yang terbuat dari udang yang dimasak dengan bumbu papay (bumbu khas Manado). Bumbu papay terdiri dari cabai, bawang, jahe, lengkuas, dan rempah-rempah lainnya. Udang papay memiliki rasa pedas, gurih, dan segar.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP053,Abon haruwan,37,21.3,0,0.61,0.15,"Abon Haruwan adalah hidangan khas Indonesia yang terbuat dari daging sapi yang diolah menjadi serat-serat halus dan kering. Rasanya gurih dengan sedikit rasa manis. Abon Haruwan sering digunakan sebagai lauk atau taburan pada nasi, mie, atau sebagai bahan dalam makanan lainnya.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP054,Abon ikan,20.2,36.1,0,0,0,"Abon Ikan adalah hidangan yang terbuat dari ikan yang diolah menjadi serat-serat halus dan kering. Ikan yang umum digunakan adalah ikan tongkol atau ikan tenggiri. Abon Ikan memiliki rasa gurih dan biasanya digunakan sebagai lauk atau taburan pada nasi, mie, atau dalam makanan lainnya.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP055,"Betok wadi, masakan (Climbing gouramy)",7,4.1,0,0.69,2.03,"Betok wadi adalah hidangan khas Jawa Tengah, Indonesia. Hidangan ini terdiri dari ikan betok (ikan air tawar) yang dimasak dengan rempah-rempah dan bumbu tradisional.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP056,"Bou ninahu ndamate, masakan",1,1.1,0,0.67,0,"Bou ninahu ndamate adalah masakan khas dari Papua, Indonesia. Hidangan ini terdiri dari ikan yang dimasak dengan bumbu-bumbu tradisional Papua, seperti bawang merah, bawang putih, cabai, dan rempah-rempah lainnya. Bou ninahu ndamate biasanya disajikan dengan nasi.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP057,"Bouiki ninahu nggaluku, masakan",2.2,10.8,0,0.58,1.794,"Bouiki ninahu nggaluku adalah hidangan tradisional dari Papua, Indonesia. Hidangan ini terdiri dari ikan yang dimasak dengan bawang merah, bawang putih, cabai, dan rempah-rempah khas Papua. Bouiki ninahu nggaluku biasanya disajikan dengan nasi atau ubi rebus.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP058,Cakalang asar (asap),3.8,10.2,0,0.9,3.9,Makanan ini adalah cakalang asar yang dihasilkan dari proses pengasapan ikan cakalang.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP059,"Dendeng belut, goreng, masakan",14.1,8,0,0,0,"Dendeng belut, goreng, masakan adalah masakan yang terbuat dari daging belut yang digoreng.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP060,"Dendeng mujahir, goreng, masakan",26.9,9.2,0,0,0,"Dendeng mujahir, goreng, masakan adalah masakan yang terbuat dari daging mujahir yang digoreng.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP061,Fillet o-fish,15.9,19.3,0.2,4.39,0,"Fillet O-Fish adalah menu makanan dari restoran cepat saji McDonald's. Ini adalah ikan laut yang digoreng dengan tepung roti dan disajikan dengan saus tartar, selada, dan roti hamburger.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP062,"Gete kuah asam, masakan",2,6,0,2.6,1.5,"Gete Kuah Asam, Masakan: Gete Kuah Asam adalah masakan tradisional dari Jawa Tengah. Terbuat dari daging sapi yang dimasak dengan bumbu-bumbu rempah dan kuah asam yang segar. Gete Kuah Asam memiliki rasa yang segar dan gurih.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP063,"Gulai asam keueung, masakan",0.5,1.8,0,3.32,1.41,"Gulai Asam Keueung adalah masakan khas Aceh yang terbuat dari ikan Keueung yang dimasak dengan bumbu gulai yang kaya rempah. Gulai Asam Keueung memiliki rasa pedas, asam, dan gurih.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP064,"Gulai ikan paya, masakan",3.3,2.5,0,7.43,0,Gulai Ikan Paya adalah masakan tradisional dari Sumatera yang terbuat dari ikan paya yang dimasak dengan bumbu gulai yang kaya rempah. Gulai Ikan Paya memiliki rasa gurih dan pedas.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP065,"Gulai ikan, masakan",9.8,5,0,5.25,2.56,"Gulai Ikan, Masakan: Gulai Ikan adalah masakan khas Indonesia yang terbuat dari ikan yang dimasak dengan bumbu gulai. Gulai Ikan memiliki berbagai variasi, mulai dari gulai ikan mas, gulai ikan patin, hingga gulai ikan tongkol. Biasanya disajikan dengan nasi dan lauk-pauk lainnya.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP066,"Gulai keumamah, masakan",8.2,3.2,0,3.35,1.21,Gulai Keumamah adalah masakan khas Aceh yang terbuat dari daging sapi yang dimasak dengan bumbu gulai yang kaya rempah. Gulai Keumamah memiliki rasa gurih dan pedas.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP067,"Gulai tiram, masakan",7.2,7.8,0,2.85,1.33,Gulai Tiram adalah masakan khas Aceh yang terbuat dari tiram yang dimasak dengan bumbu gulai yang kaya rempah. Gulai Tiram memiliki rasa gurih dan pedas.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP068,"Gurame asem manis, masakan",10.1,12.7,0,0,0,"Gurame Asem Manis adalah masakan ikan gurame yang dimasak dengan bumbu asem manis. Gurame Asem Manis memiliki rasa segar, asam, dan manis.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP069,"Ikan asar merah, masakan",5.9,5.6,0,1.7,3.1,Ikan Asar Merah merupakan masakan ikan merah yang dipanggang atau dibakar dengan bumbu rempah khas. Ikan ini biasanya memiliki cita rasa yang gurih dan sedikit pedas.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP070,"Jambal goreng, masakan",9.2,2.3,0,0,0,Jambal goreng adalah hidangan masakan yang berasal dari Indonesia. Biasanya terdiri dari ikan yang digoreng hingga matang dan disajikan dengan bumbu pedas atau saus khas.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP073,Lawara penjah,15.4,9.6,0,6.83,1.17,Lawara Penjah adalah makanan yang terbuat dari Penja dengan Bumbu asam manisnya.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP075,"Mujahir acar kuning, masakan",23.4,12.1,1.1,0,0,"Mujahir Acar Kuning adalah hidangan Ikan dengan acar kuning yang terkenal di Indonesia. Hidangan ini terbuat dari sayuran yang diiris tipis, seperti wortel, kubis, buncis, dan mentimun, yang kemudian diacar dengan campuran bumbu kuning yang kaya rempah. Acar kuning biasanya memiliki rasa yang segar, asam, dan sedikit pedas.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP077,"Pempek adaan, masakan",3,27.8,0,4.88,1.19,"Pempek adaan adalah variasi pempek yang terbuat dari campuran ikan yang dihaluskan, tepung sagu, dan bumbu-bumbu. Pempek ini memiliki tekstur kenyal dan biasanya disajikan dengan kuah cuka yang asam dan pedas.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP078,"Pempek belida, masakan",1.4,31.6,0.2,0,0,Pempek belida adalah jenis pempek yang menggunakan ikan belida sebagai bahan utamanya. Ikan belida memiliki daging yang lezat dan pempek belida biasanya memiliki rasa yang gurih dan tekstur yang kenyal.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP079,"Pempek kapal selam, masakan",2.3,28.2,0,6.28,0.91,"Pempek kapal selam adalah variasi pempek yang memiliki isian telur ayam. Pempek ini memiliki bentuk yang unik, dengan adonan pempek yang membungkus telur ayam di dalamnya. Setelah digoreng, pempek kapal selam memiliki lapisan luar yang garing dan isian telur yang lezat.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
